"chromosomeName"	"start"	"end"	"readsL"	"readsR"	"isNonBlind"	"leftFragEndValid"	"rightFragEndValid"
10	70032713	70032724	45	7	FALSE	FALSE	FALSE
10	70032729	70032838	246	8	FALSE	TRUE	TRUE
10	70032843	70032890	48	0	FALSE	TRUE	FALSE
10	70032895	70032936	55	92	FALSE	TRUE	TRUE
10	70032941	70032943	175	175	FALSE	FALSE	FALSE
10	70032948	70032979	0	268	FALSE	FALSE	FALSE
10	70032984	70033186	0	0	FALSE	TRUE	TRUE
10	70033191	70033261	79	13	FALSE	TRUE	TRUE
10	70033266	70033294	245	245	FALSE	TRUE	TRUE
10	70033299	70033339	376	376	FALSE	TRUE	TRUE
10	70033344	70033374	108	107	FALSE	TRUE	TRUE
10	70033379	70033428	0	0	FALSE	TRUE	TRUE
10	70033433	70033454	9	7	FALSE	FALSE	FALSE
10	70033459	70033743	88	13	TRUE	TRUE	TRUE
10	70033748	70033778	279	279	FALSE	TRUE	TRUE
10	70033783	70034203	17	248	TRUE	TRUE	TRUE
10	70034208	70034484	5	215	FALSE	TRUE	TRUE
10	70034489	70034627	25	151	FALSE	TRUE	TRUE
10	70034632	70034976	213	3	TRUE	TRUE	TRUE
10	70034981	70035395	39	204	FALSE	TRUE	TRUE
10	70035400	70035550	216	216	TRUE	TRUE	TRUE
10	70035555	70035571	52	3	FALSE	FALSE	FALSE
10	70035576	70035645	334	10	FALSE	TRUE	TRUE
10	70035650	70035997	2	55	TRUE	TRUE	TRUE
10	70036002	70036087	4	8	TRUE	TRUE	FALSE
10	70036092	70036248	8	0	FALSE	TRUE	TRUE
10	70036253	70036289	266	3	FALSE	TRUE	TRUE
10	70036294	70036591	177	4	FALSE	TRUE	FALSE
10	70036596	70036620	4	14	FALSE	FALSE	FALSE
10	70036625	70036639	103	2	FALSE	FALSE	FALSE
10	70036644	70036707	21	2	TRUE	FALSE	TRUE
10	70036712	70036716	7	26	FALSE	FALSE	FALSE
10	70036721	70036831	12	12	FALSE	TRUE	FALSE
10	70036836	70037443	439	6	TRUE	FALSE	TRUE
10	70037448	70037584	37	68	TRUE	FALSE	TRUE
10	70037589	70037660	190	0	FALSE	FALSE	TRUE
10	70037665	70037787	164	10	FALSE	TRUE	TRUE
10	70037792	70037939	3	11	TRUE	TRUE	FALSE
10	70037944	70038082	401	401	FALSE	TRUE	TRUE
10	70038087	70038147	0	6	FALSE	TRUE	TRUE
10	70038152	70038375	1	11	FALSE	TRUE	TRUE
10	70038380	70038493	64	51	FALSE	TRUE	FALSE
10	70038498	70038533	1	292	FALSE	TRUE	TRUE
10	70038538	70038659	1	23	TRUE	TRUE	TRUE
10	70038664	70038677	101	1	FALSE	FALSE	FALSE
10	70038682	70038683	19	11	FALSE	FALSE	FALSE
10	70038688	70038700	23	1	FALSE	FALSE	FALSE
10	70038705	70038921	2	142	FALSE	TRUE	TRUE
10	70038926	70038992	2	186	FALSE	TRUE	TRUE
10	70038997	70039037	0	0	FALSE	TRUE	TRUE
10	70039042	70039549	2	6	TRUE	TRUE	FALSE
10	70039554	70039744	0	2	FALSE	TRUE	FALSE
10	70039749	70039823	19	8	FALSE	TRUE	FALSE
10	70039828	70040330	42	2	TRUE	FALSE	TRUE
10	70040335	70040358	4	89	FALSE	FALSE	FALSE
10	70040363	70040483	3	177	TRUE	TRUE	FALSE
10	70040488	70040493	3	19	FALSE	FALSE	FALSE
10	70040498	70040748	0	2	TRUE	FALSE	TRUE
10	70040753	70040820	0	1	FALSE	TRUE	TRUE
10	70040825	70041047	6	0	FALSE	TRUE	FALSE
10	70041052	70041127	5	19	TRUE	FALSE	TRUE
10	70041132	70041278	10	0	FALSE	TRUE	TRUE
10	70041283	70041671	2	65	TRUE	TRUE	FALSE
10	70041676	70041822	3	38	TRUE	FALSE	TRUE
10	70041827	70041988	3	1	TRUE	TRUE	FALSE
10	70041993	70042033	3	33	FALSE	FALSE	FALSE
10	70042038	70042078	9	9	FALSE	FALSE	TRUE
10	70042083	70042330	3	1	TRUE	TRUE	TRUE
10	70042335	70042486	1	44	FALSE	TRUE	TRUE
10	70042491	70042519	30	2	FALSE	TRUE	TRUE
10	70042524	70042919	4	76	TRUE	TRUE	TRUE
10	70042924	70043115	2	0	FALSE	TRUE	TRUE
10	70043120	70043150	19	0	FALSE	TRUE	TRUE
10	70043155	70043417	1	0	FALSE	TRUE	TRUE
10	70043422	70043612	152	0	TRUE	TRUE	TRUE
10	70043617	70043647	0	1	FALSE	FALSE	FALSE
10	70043652	70043702	2	13	FALSE	FALSE	FALSE
10	70043707	70043782	53	6	TRUE	TRUE	TRUE
10	70043787	70043820	0	4	FALSE	TRUE	TRUE
10	70043825	70044992	0	0	TRUE	TRUE	TRUE
10	70044997	70045003	2	0	FALSE	FALSE	FALSE
10	70045008	70045104	1	0	FALSE	TRUE	TRUE
10	70045109	70045501	1	2	TRUE	TRUE	TRUE
10	70045506	70045583	3	5	FALSE	TRUE	TRUE
10	70045588	70045591	6	19	FALSE	FALSE	FALSE
10	70045596	70045636	0	0	FALSE	FALSE	FALSE
10	70045641	70045988	6	6	TRUE	FALSE	FALSE
10	70045993	70046123	485	9	FALSE	TRUE	TRUE
10	70046128	70046328	4	11	FALSE	TRUE	TRUE
10	70046333	70046374	8	0	FALSE	TRUE	FALSE
10	70046379	70046699	5	0	TRUE	TRUE	FALSE
10	70046704	70046745	0	0	FALSE	FALSE	TRUE
10	70046750	70047155	1389	0	FALSE	FALSE	TRUE
10	70047160	70047421	0	3	FALSE	TRUE	TRUE
10	70047426	70047551	1	9	FALSE	TRUE	TRUE
10	70047556	70047628	138	4	TRUE	FALSE	TRUE
10	70047633	70047767	1	0	FALSE	TRUE	TRUE
10	70047772	70047893	206	16	FALSE	TRUE	TRUE
10	70047898	70048074	0	2	FALSE	TRUE	TRUE
10	70048079	70048590	5	12	TRUE	TRUE	TRUE
10	70048595	70048807	0	0	FALSE	TRUE	TRUE
10	70048812	70048880	2	33	TRUE	FALSE	TRUE
10	70048885	70049099	2	8	TRUE	TRUE	TRUE
10	70049104	70049143	488	1	FALSE	FALSE	FALSE
10	70049148	70049530	2	1	TRUE	TRUE	TRUE
10	70049535	70049733	3	0	TRUE	TRUE	FALSE
10	70049738	70049929	0	3	FALSE	TRUE	TRUE
10	70049934	70050161	268	17	TRUE	TRUE	TRUE
10	70050166	70050289	0	18	TRUE	TRUE	FALSE
10	70050294	70050333	8	20	FALSE	TRUE	FALSE
10	70050338	70050343	3	508	FALSE	FALSE	FALSE
10	70050348	70050613	0	1	TRUE	TRUE	TRUE
10	70050618	70050710	1	4	FALSE	TRUE	TRUE
10	70050715	70050744	0	0	FALSE	TRUE	TRUE
10	70050749	70050879	2	67	FALSE	TRUE	TRUE
10	70050884	70050974	3	0	FALSE	TRUE	TRUE
10	70050979	70051048	0	25	FALSE	TRUE	TRUE
10	70051053	70051111	0	9	FALSE	TRUE	TRUE
10	70051116	70051128	6	1	FALSE	FALSE	FALSE
10	70051133	70051139	6	4	FALSE	FALSE	FALSE
10	70051144	70051173	0	2	FALSE	TRUE	TRUE
10	70051178	70051365	0	4	FALSE	TRUE	TRUE
10	70051370	70051564	107	7	FALSE	TRUE	TRUE
10	70051569	70051786	0	7	TRUE	TRUE	TRUE
10	70051791	70051987	7	2	FALSE	TRUE	TRUE
10	70051992	70052046	3	6	FALSE	TRUE	TRUE
10	70052051	70052288	332	0	TRUE	TRUE	TRUE
10	70052293	70052465	2	1	TRUE	FALSE	TRUE
10	70052470	70052761	1	30	FALSE	FALSE	FALSE
10	70052766	70052895	0	0	FALSE	TRUE	FALSE
10	70052900	70053125	3	11	FALSE	TRUE	TRUE
10	70053130	70053240	30	43	FALSE	TRUE	TRUE
10	70053245	70053546	92	256	FALSE	TRUE	FALSE
10	70053551	70053839	7	1296	TRUE	FALSE	TRUE
10	70053844	70054082	37	358	TRUE	TRUE	FALSE
10	70054087	70054104	370	15	FALSE	FALSE	FALSE
10	70054109	70054329	293	519	FALSE	TRUE	TRUE
10	70054334	70054638	31	428	FALSE	TRUE	TRUE
10	70054643	70054984	436	442	TRUE	FALSE	TRUE
10	70054989	70055383	370	617	TRUE	FALSE	TRUE
10	70055388	70055433	306	493	TRUE	FALSE	FALSE
10	70055438	70055523	734	816	TRUE	TRUE	FALSE
10	70055528	70055896	808	683	TRUE	FALSE	TRUE
10	70055901	70056061	591	913	FALSE	TRUE	TRUE
10	70056066	70056160	1058	1139	TRUE	TRUE	FALSE
10	70056165	70056214	1137	909	FALSE	TRUE	TRUE
10	70056219	70056232	898	971	FALSE	FALSE	FALSE
10	70056237	70056380	1171	905	TRUE	TRUE	TRUE
10	70056385	70056579	1031	1267	TRUE	TRUE	FALSE
10	70056584	70056724	1246	754	FALSE	TRUE	TRUE
10	70056729	70056916	945	910	TRUE	TRUE	TRUE
10	70056921	70057154	923	845	TRUE	TRUE	TRUE
10	70057159	70057171	590	1220	FALSE	FALSE	FALSE
10	70057176	70057588	949	852	TRUE	TRUE	TRUE
10	70057593	70057747	439	170	FALSE	FALSE	TRUE
10	70057752	70057871	389	299	FALSE	TRUE	TRUE
10	70057876	70057958	428	633	TRUE	TRUE	TRUE
10	70057963	70058087	716	158	TRUE	FALSE	TRUE
10	70058092	70058118	319	305	FALSE	FALSE	TRUE
10	70058123	70058273	193	171	TRUE	FALSE	TRUE
10	70058278	70058501	128	151	FALSE	TRUE	TRUE
10	70058506	70059233	82	7	TRUE	TRUE	TRUE
10	70059238	70059288	20	0	FALSE	TRUE	TRUE
10	70059293	70059427	213	8	TRUE	TRUE	FALSE
10	70059432	70059563	5	2	FALSE	FALSE	FALSE
10	70059568	70059631	29	44	FALSE	FALSE	TRUE
10	70059636	70059801	2	2	TRUE	TRUE	TRUE
10	70059806	70059846	2	0	FALSE	FALSE	FALSE
10	70059851	70059926	9	1	FALSE	TRUE	TRUE
10	70059931	70060034	16	6	FALSE	TRUE	TRUE
10	70060039	70060066	5	9	FALSE	TRUE	TRUE
10	70060071	70060132	44	17	FALSE	TRUE	TRUE
10	70060137	70060394	3	2	TRUE	TRUE	TRUE
10	70060399	70060851	491	1	TRUE	TRUE	TRUE
10	70060856	70060931	12	21	TRUE	FALSE	FALSE
10	70060936	70061173	0	148	FALSE	TRUE	TRUE
10	70061178	70061216	15	0	FALSE	TRUE	TRUE
10	70061221	70061731	2	38	TRUE	TRUE	TRUE
10	70061736	70061801	15	0	FALSE	TRUE	TRUE
10	70061806	70061993	49	54	FALSE	TRUE	TRUE
10	70061998	70062551	1	143	TRUE	TRUE	FALSE
10	70062556	70062673	429	0	FALSE	TRUE	TRUE
10	70062678	70062752	2	3	FALSE	TRUE	TRUE
10	70062757	70062974	83	2	FALSE	TRUE	FALSE
10	70062979	70063041	0	5	FALSE	TRUE	TRUE
10	70063046	70063238	0	1	TRUE	FALSE	TRUE
10	70063243	70063721	2	6	FALSE	TRUE	TRUE
10	70063726	70064036	26	13	FALSE	TRUE	TRUE
10	70064041	70064174	5	27	FALSE	TRUE	TRUE
10	70064179	70064503	51	59	FALSE	TRUE	TRUE
10	70064508	70064511	1	5	FALSE	FALSE	FALSE
10	70064516	70064611	2	0	FALSE	TRUE	TRUE
10	70064616	70065180	0	0	FALSE	TRUE	TRUE
10	70065185	70065371	0	1	TRUE	TRUE	TRUE
10	70065376	70065615	0	1	TRUE	FALSE	TRUE
10	70065620	70066378	84	3	TRUE	TRUE	TRUE
10	70066383	70067065	1	23	TRUE	TRUE	TRUE
10	70067070	70067316	316	226	TRUE	TRUE	FALSE
10	70067321	70067456	114	323	FALSE	FALSE	FALSE
10	70067461	70067534	75	0	TRUE	FALSE	FALSE
10	70067539	70067581	151	0	FALSE	TRUE	TRUE
10	70067586	70067599	64	352	FALSE	FALSE	FALSE
10	70067604	70067926	219	485	TRUE	TRUE	TRUE
10	70067931	70068414	381	1451	TRUE	TRUE	FALSE
10	70068419	70068496	1461	1937	FALSE	FALSE	FALSE
10	70068501	70068598	1952	2233	TRUE	FALSE	TRUE
10	70068603	70068754	2714	2607	FALSE	FALSE	TRUE
10	70068759	70068878	2669	3045	FALSE	TRUE	TRUE
10	70068883	70069379	2766	1944	TRUE	TRUE	FALSE
10	70069384	70069424	2015	2306	FALSE	FALSE	TRUE
10	70069429	70069434	2147	2133	FALSE	FALSE	FALSE
10	70069439	70069752	1838	1190	TRUE	FALSE	FALSE
10	70069757	70070098	680	340	FALSE	TRUE	TRUE
10	70070103	70070272	553	410	FALSE	TRUE	TRUE
10	70070277	70070512	561	0	TRUE	FALSE	TRUE
10	70070517	70070709	0	275	FALSE	TRUE	TRUE
10	70070714	70070791	0	43	FALSE	TRUE	TRUE
10	70070796	70071015	0	309	TRUE	TRUE	FALSE
10	70071020	70071068	118	30	FALSE	FALSE	TRUE
10	70071073	70071258	0	355	TRUE	FALSE	FALSE
10	70071263	70071368	1	2	TRUE	TRUE	FALSE
10	70071373	70071378	0	0	FALSE	FALSE	FALSE
10	70071383	70071462	3	4	FALSE	FALSE	TRUE
10	70071467	70071976	2	404	TRUE	TRUE	TRUE
10	70071981	70072520	3	118	FALSE	TRUE	TRUE
10	70072525	70072568	168	141	FALSE	TRUE	FALSE
10	70072573	70072815	0	0	TRUE	FALSE	TRUE
10	70072820	70072870	91	0	FALSE	TRUE	TRUE
10	70072875	70073387	0	430	TRUE	FALSE	TRUE
10	70073392	70074012	341	926	TRUE	TRUE	FALSE
10	70074017	70074201	1609	1414	FALSE	TRUE	TRUE
10	70074206	70074700	1227	1605	FALSE	TRUE	FALSE
10	70074705	70074745	1854	1666	FALSE	TRUE	TRUE
10	70074750	70074946	1585	1822	TRUE	FALSE	TRUE
10	70074951	70075066	1809	1446	FALSE	TRUE	TRUE
10	70075071	70075156	1035	1505	FALSE	FALSE	FALSE
10	70075161	70075201	1190	985	FALSE	FALSE	TRUE
10	70075206	70075435	1470	841	TRUE	TRUE	TRUE
10	70075440	70075564	641	257	FALSE	TRUE	TRUE
10	70075569	70076011	1081	253	FALSE	TRUE	TRUE
10	70076016	70076504	349	68	TRUE	TRUE	TRUE
10	70076509	70076723	387	93	FALSE	FALSE	FALSE
10	70076728	70076823	68	563	FALSE	TRUE	TRUE
10	70076828	70077164	0	4	FALSE	TRUE	TRUE
10	70077169	70077367	256	3	FALSE	TRUE	FALSE
10	70077372	70077416	12	36	FALSE	FALSE	TRUE
10	70077421	70077422	41	55	FALSE	FALSE	FALSE
10	70077427	70078171	0	0	TRUE	FALSE	TRUE
10	70078176	70078235	5	9	FALSE	TRUE	TRUE
10	70078240	70079023	3	2	TRUE	TRUE	TRUE
10	70079028	70079030	1	0	FALSE	FALSE	FALSE
10	70079035	70079060	3	0	FALSE	TRUE	TRUE
10	70079065	70079254	14	2	TRUE	TRUE	FALSE
10	70079259	70079724	0	0	TRUE	FALSE	FALSE
10	70079729	70079778	2	27	FALSE	FALSE	TRUE
10	70079783	70079943	0	2	TRUE	FALSE	TRUE
10	70079948	70080125	1366	26	FALSE	TRUE	TRUE
10	70080130	70080554	0	0	TRUE	TRUE	TRUE
10	70080559	70080670	6	4	TRUE	TRUE	TRUE
10	70080675	70080857	111	7	TRUE	TRUE	FALSE
10	70080862	70081179	0	87	TRUE	TRUE	TRUE
10	70081184	70081261	3	5	FALSE	TRUE	TRUE
10	70081266	70081387	3	3	FALSE	TRUE	TRUE
10	70081392	70081784	0	16	FALSE	TRUE	TRUE
10	70081789	70081865	0	3	TRUE	TRUE	FALSE
10	70081870	70081876	12	0	FALSE	FALSE	FALSE
10	70081881	70082017	293	0	FALSE	TRUE	TRUE
10	70082022	70082280	0	5	TRUE	TRUE	TRUE
10	70082285	70082368	3	2	TRUE	FALSE	FALSE
10	70082373	70082476	43	4	FALSE	FALSE	TRUE
10	70082481	70082938	0	4	TRUE	TRUE	FALSE
10	70082943	70083043	2	5	TRUE	FALSE	TRUE
10	70083048	70083099	0	15	TRUE	FALSE	FALSE
10	70083104	70083242	0	1	FALSE	TRUE	TRUE
10	70083247	70083740	0	3	TRUE	TRUE	TRUE
10	70083745	70083855	5	0	FALSE	TRUE	TRUE
10	70083860	70083957	21	41	FALSE	TRUE	TRUE
10	70083962	70084087	2	1	TRUE	TRUE	FALSE
10	70084092	70084132	0	2	FALSE	FALSE	FALSE
10	70084137	70084166	14	2	TRUE	FALSE	FALSE
10	70084171	70084515	617	0	FALSE	FALSE	FALSE
10	70084520	70084571	0	2	FALSE	TRUE	FALSE
10	70084576	70084616	0	0	TRUE	FALSE	FALSE
10	70084621	70084661	0	68	FALSE	FALSE	FALSE
10	70084666	70084815	68	44	TRUE	TRUE	FALSE
10	70084820	70085055	1	2	FALSE	FALSE	TRUE
10	70085060	70085135	5	65	TRUE	TRUE	FALSE
10	70085140	70085490	1	16	TRUE	TRUE	TRUE
10	70085495	70085582	0	61	TRUE	FALSE	TRUE
10	70085587	70085937	3	3	FALSE	TRUE	FALSE
10	70085942	70085947	30	1	FALSE	FALSE	FALSE
10	70085952	70085995	4	3	FALSE	TRUE	TRUE
10	70086000	70086075	1	0	TRUE	FALSE	TRUE
10	70086080	70086431	1	1	FALSE	TRUE	TRUE
10	70086436	70086526	6	15	FALSE	TRUE	TRUE
10	70086531	70086584	0	0	FALSE	TRUE	FALSE
10	70086589	70086618	1	0	FALSE	TRUE	FALSE
10	70086623	70086673	1	0	FALSE	FALSE	FALSE
10	70086678	70086992	50	6	TRUE	FALSE	TRUE
10	70086997	70087215	254	0	TRUE	TRUE	TRUE
10	70087220	70087249	575	1	TRUE	FALSE	FALSE
10	70087254	70087300	1	0	FALSE	FALSE	TRUE
10	70087305	70087304	2	0	FALSE	FALSE	FALSE
10	70087309	70087384	0	25	FALSE	TRUE	TRUE
10	70087389	70088210	5	0	FALSE	FALSE	TRUE
10	70088215	70088249	6	0	FALSE	TRUE	TRUE
10	70088254	70088779	2	2	TRUE	TRUE	TRUE
10	70088784	70089110	5	2	TRUE	FALSE	TRUE
10	70089115	70089283	0	578	FALSE	TRUE	TRUE
10	70089288	70089950	0	0	FALSE	TRUE	TRUE
10	70089955	70090085	0	3	TRUE	TRUE	FALSE
10	70090090	70090967	11	3	TRUE	TRUE	TRUE
10	70090972	70091171	0	2	FALSE	TRUE	TRUE
10	70091176	70091357	4	10	TRUE	FALSE	TRUE
10	70091362	70091716	193	51	TRUE	TRUE	TRUE
10	70091721	70092894	2	485	TRUE	TRUE	TRUE
10	70092899	70092978	1	14	FALSE	TRUE	TRUE
10	70092983	70093294	490	0	FALSE	TRUE	TRUE
10	70093299	70093504	16	488	TRUE	TRUE	TRUE
10	70093509	70094370	0	40	FALSE	TRUE	TRUE
10	70094375	70094388	0	2	FALSE	FALSE	FALSE
10	70094393	70094555	14	1	FALSE	TRUE	TRUE
10	70094560	70095093	1296	0	TRUE	TRUE	TRUE
10	70095098	70095475	4	8	TRUE	FALSE	TRUE
10	70095480	70095777	0	0	FALSE	TRUE	TRUE
10	70095782	70095849	22	5	FALSE	TRUE	TRUE
10	70095854	70096849	11	0	TRUE	TRUE	TRUE
10	70096854	70097369	4	3	FALSE	TRUE	TRUE
10	70097374	70098560	0	28	TRUE	TRUE	TRUE
10	70098565	70098578	929	4	FALSE	FALSE	FALSE
10	70098583	70098699	0	161	FALSE	TRUE	TRUE
10	70098704	70098870	11	2	FALSE	TRUE	TRUE
10	70098875	70099207	94	19	FALSE	TRUE	TRUE
10	70099212	70099246	165	0	FALSE	TRUE	TRUE
10	70099251	70099388	10	4	FALSE	TRUE	TRUE
10	70099393	70099993	282	5	TRUE	TRUE	FALSE
